6.29e-10 0.563622
1.258e-09 0.502362
1.887e-09 0.479077
2.516e-09 0.5016
3.145e-09 0.454668
3.774e-09 0.498475
4.403e-09 0.410117
5.032e-09 0.312494
5.661e-09 0.374637
6.29e-09 0.313614
6.919e-09 0.357371
7.548e-09 0.328352
8.177e-09 0.403461
8.806e-09 0.442774
9.435e-09 0.427569
1.0064e-08 0.511925
1.0693e-08 0.493928
1.1322e-08 0.379087
1.1951e-08 0.482718
1.258e-08 0.476727
1.3209e-08 0.480016
1.3838e-08 0.411857
1.4467e-08 0.412989
1.5096e-08 0.392476
1.5725e-08 0.492097
1.6354e-08 0.436089
1.6983e-08 0.46013
1.7612e-08 0.418008
1.8241e-08 0.43552
1.887e-08 0.489116
1.9499e-08 0.430988
2.0128e-08 0.44997
2.0757e-08 0.455327
2.1386e-08 0.352435
2.2015e-08 0.354342
2.2644e-08 0.457081
2.3273e-08 0.476832
2.3902e-08 0.37414
2.4531e-08 0.26597
2.516e-08 0.359319
2.5789e-08 0.271417
2.6418e-08 0.194116
2.7047e-08 0.1265
2.7676e-08 0.299882
2.8305e-08 0.297349
2.8934e-08 0.284654
2.9563e-08 0.330128
3.0192e-08 0.36709
3.0821e-08 0.370459
3.145e-08 0.279987
3.2079e-08 0.356963
3.2708e-08 0.448227
3.3337e-08 0.519854
3.3966e-08 0.529778
3.4595e-08 0.455072
3.5224e-08 0.523798
3.5853e-08 0.521509
3.6482e-08 0.415496
3.7111e-08 0.487786
3.774e-08 0.414193
3.8369e-08 0.384602
3.8998e-08 0.377872
3.9627e-08 0.290331
4.0256e-08 0.212716
4.0885e-08 0.225339
4.1514e-08 0.112847
4.2143e-08 0.118949
4.2772e-08 0.191602
4.3401e-08 0.0879389
4.403e-08 -0.0273869
4.4659e-08 -0.05013
4.5288e-08 -0.151072
4.5917e-08 -0.227853
4.6546e-08 -0.258424
4.7175e-08 -0.218005
4.7804e-08 -0.232825
4.8433e-08 -0.428569
4.9062e-08 -0.383731
4.9691e-08 -0.441176
5.032e-08 -0.47766
5.0949e-08 -0.373037
5.1578e-08 -0.419723
5.2207e-08 -0.350892
5.2836e-08 -0.500711
5.3465e-08 -0.504362
5.4094e-08 -0.5143
5.4723e-08 -0.454199
5.5352e-08 -0.386517
5.5981e-08 -0.392963
5.661e-08 -0.418579
5.7239e-08 -0.432364
5.7868e-08 -0.435573
5.8497e-08 -0.471892
5.9126e-08 -0.48035
5.9755e-08 -0.479684
6.0384e-08 -0.512293
6.1013e-08 -0.489339
6.1642e-08 -0.473165
6.2271e-08 -0.471341
6.29e-08 -0.353381
6.3529e-08 -0.369694
6.4158e-08 -0.414879
6.4787e-08 -0.389384
6.5416e-08 -0.440299
6.6045e-08 -0.514676
6.6674e-08 -0.397681
6.7303e-08 -0.462433
6.7932e-08 -0.351029
6.8561e-08 -0.388047
6.919e-08 -0.387812
6.9819e-08 -0.393731
7.0448e-08 -0.333223
7.1077e-08 -0.331167
7.1706e-08 -0.448864
7.2335e-08 -0.443458
7.2964e-08 -0.400419
7.3593e-08 -0.461955
7.4222e-08 -0.357805
7.4851e-08 -0.340346
7.548e-08 -0.438059
7.6109e-08 -0.44769
7.6738e-08 -0.429679
7.7367e-08 -0.437781
7.7996e-08 -0.440217
7.8625e-08 -0.43484
7.9254e-08 -0.476472
7.9883e-08 -0.44842
8.0512e-08 -0.49247
8.1141e-08 -0.480705
8.177e-08 -0.380919
8.2399e-08 -0.499852
8.3028e-08 -0.510351
8.3657e-08 -0.475057
8.4286e-08 -0.488363
8.4915e-08 -0.463758
8.5544e-08 -0.552949
8.6173e-08 -0.517831
8.6802e-08 -0.423941
8.7431e-08 -0.448342
8.806e-08 -0.482374
8.8689e-08 -0.466768
8.9318e-08 -0.484163
8.9947e-08 -0.410336
9.0576e-08 -0.481038
9.1205e-08 -0.539713
9.1834e-08 -0.508367
9.2463e-08 -0.506509
9.3092e-08 -0.532787
9.3721e-08 -1
