6.29e-10 0.872695
1.258e-09 0.85423
1.887e-09 0.844608
2.516e-09 0.864007
3.145e-09 0.864947
3.774e-09 0.857933
4.403e-09 0.832675
5.032e-09 0.850462
5.661e-09 0.856036
6.29e-09 0.835563
6.919e-09 0.857623
7.548e-09 0.86632
8.177e-09 0.865133
8.806e-09 0.845748
9.435e-09 0.861122
1.0064e-08 0.834057
1.0693e-08 0.835335
1.1322e-08 0.830464
1.1951e-08 0.886947
1.258e-08 0.85505
1.3209e-08 0.837729
1.3838e-08 0.812865
1.4467e-08 0.838073
1.5096e-08 0.852621
1.5725e-08 0.845162
1.6354e-08 0.815267
1.6983e-08 0.863342
1.7612e-08 0.862821
1.8241e-08 0.853699
1.887e-08 0.863215
1.9499e-08 0.840047
2.0128e-08 0.859832
2.0757e-08 0.852441
2.1386e-08 0.859348
2.2015e-08 0.856605
2.2644e-08 0.864028
2.3273e-08 0.86524
2.3902e-08 0.864107
2.4531e-08 0.83062
2.516e-08 0.852705
2.5789e-08 0.835593
2.6418e-08 0.835686
2.7047e-08 0.837601
2.7676e-08 0.844114
2.8305e-08 0.854828
2.8934e-08 0.846937
2.9563e-08 0.835691
3.0192e-08 0.845486
3.0821e-08 0.839044
3.145e-08 0.821429
3.2079e-08 0.857354
3.2708e-08 0.837201
3.3337e-08 0.877027
3.3966e-08 0.858663
3.4595e-08 0.851572
3.5224e-08 0.829537
3.5853e-08 0.858886
3.6482e-08 0.824051
3.7111e-08 0.816633
3.774e-08 0.840194
3.8369e-08 0.849816
3.8998e-08 0.839001
3.9627e-08 0.826348
4.0256e-08 0.856908
4.0885e-08 0.857198
4.1514e-08 0.865342
4.2143e-08 0.819909
4.2772e-08 0.819929
4.3401e-08 0.800286
4.403e-08 0.775321
4.4659e-08 0.750585
4.5288e-08 0.732551
4.5917e-08 0.683387
4.6546e-08 0.465008
4.7175e-08 0.199683
4.7804e-08 0.0170453
4.8433e-08 -0.218679
4.9062e-08 -0.39182
4.9691e-08 -0.626641
5.032e-08 -0.686471
5.0949e-08 -0.752965
5.1578e-08 -0.796883
5.2207e-08 -0.786144
5.2836e-08 -0.793845
5.3465e-08 -0.840806
5.4094e-08 -0.850322
5.4723e-08 -0.853221
5.5352e-08 -0.836247
5.5981e-08 -0.850151
5.661e-08 -0.843607
5.7239e-08 -0.855602
5.7868e-08 -0.847322
5.8497e-08 -0.850676
5.9126e-08 -0.85739
5.9755e-08 -0.873407
6.0384e-08 -0.840477
6.1013e-08 -0.842323
6.1642e-08 -0.842483
6.2271e-08 -0.877697
6.29e-08 -0.834762
6.3529e-08 -0.821993
6.4158e-08 -0.842202
6.4787e-08 -0.855821
6.5416e-08 -0.845043
6.6045e-08 -0.868226
6.6674e-08 -0.879533
6.7303e-08 -0.878625
6.7932e-08 -0.850895
6.8561e-08 -0.87558
6.919e-08 -0.868594
6.9819e-08 -0.87838
7.0448e-08 -0.871076
7.1077e-08 -0.857683
7.1706e-08 -0.854414
7.2335e-08 -0.84757
7.2964e-08 -0.847755
7.3593e-08 -0.850395
7.4222e-08 -0.85217
7.4851e-08 -0.851333
7.548e-08 -0.848491
7.6109e-08 -0.841158
7.6738e-08 -0.828254
7.7367e-08 -0.825739
7.7996e-08 -0.814189
7.8625e-08 -0.795466
7.9254e-08 -0.826206
7.9883e-08 -0.849864
8.0512e-08 -0.854664
8.1141e-08 -0.845909
8.177e-08 -0.861517
8.2399e-08 -0.853225
8.3028e-08 -0.851255
8.3657e-08 -0.858878
8.4286e-08 -0.847366
8.4915e-08 -0.850348
8.5544e-08 -0.83706
8.6173e-08 -0.839894
8.6802e-08 -0.835207
8.7431e-08 -0.866151
8.806e-08 -0.851046
8.8689e-08 -0.866922
8.9318e-08 -0.878035
8.9947e-08 -0.862985
9.0576e-08 -0.880654
9.1205e-08 -0.8475
9.1834e-08 -0.84633
9.2463e-08 -0.846742
9.3092e-08 -0.85597
9.3721e-08 -1
