0 8.30409189844264e-08 -9.86685097271882e-09 1.00006132729608
50 8.3402442128701e-08 -9.8719085278884e-09 0.986460711273733
100 8.25705449992578e-08 -1.00122534969795e-08 0.972431697578827
150 8.35728295684955e-08 -9.78145081073083e-09 0.958128828621043
200 8.35055690428154e-08 -9.97192161563593e-09 0.943705514176135
250 8.26251854055158e-08 -1.08826370785887e-08 0.929703689247812
300 8.52772474781615e-08 -1.04703662167827e-08 0.913289228154302
350 8.38564658517364e-08 -1.03230426831839e-08 0.898184886021748
400 8.137476807896e-08 -1.05240423167822e-08 0.882136007452351
450 8.61139583603943e-08 -9.63057109686488e-09 0.866248676158977
500 8.47062547759515e-08 -9.8338283780231e-09 0.848578269897219
550 8.28946878477591e-08 -9.75223375661028e-09 0.830973970443593
600 8.55470720864443e-08 -1.21386011913469e-08 0.812438962392066
650 8.25861911487235e-08 -1.01817534263951e-08 0.793842642539904
700 7.85985897201188e-08 -1.16072102892452e-08 0.774256099855351
750 8.60591236031182e-08 -1.27103464562887e-08 0.75011664698491
800 8.52971310853675e-08 -1.10770363881659e-08 0.730058333452729
850 8.01292611001584e-08 -1.28798974634537e-08 0.705870295886646
900 8.9172539580304e-08 -1.10481371983556e-08 0.678656151829972
950 8.51046567015167e-08 -1.19635446814755e-08 0.653251270795306
1000 8.87020427170132e-08 -1.13744747556754e-08 0.620378560468987
1050 8.47485044754533e-08 -7.48917961512056e-09 0.583741630493026
1100 7.98988200669627e-08 -1.12608194757366e-08 0.551684767917196
1150 8.18703550941363e-08 -1.00177866815017e-08 0.502887345359288
1200 8.80387854683897e-08 1.1187120491664e-08 -0.453240678920478
1250 8.39740806073622e-08 -1.09765440251825e-08 0.380838394229127
1300 7.32955276909095e-08 -3.88301697257077e-08 0.269470759663505
1350 -0.00347755395182508 -0.000363014471227074 -0.00869964103235641
1400 2.26132137276957e-08 -8.51284847047107e-10 0.00109622892803281
